181,1.0083,80.5454, 6.7,F,,
182,1.0089,81.6961,10.6,F,,
183,1.0196,87.4858,12.0,G,,
184,1.0295,80.9999, 9.2,F,,
185,1.0364,82.6136,11.6,K,,
186,1.0384,81.8756, 7.2,A,,
187,1.0397,83.1324,10.7,F,,
188,1.0408,81.7206,10.7,A,,
189,1.0427,84.6494, 9.5,G,,
190,1.0555,84.0779,11.3,F,,
191,1.0607,82.1007, 9.1,G,,
192,1.0611,84.6068, 7.1,F,,
193,1.0738,82.5432,10.2,K,,
194,1.0762,82.2488, 9.4,F,,
195,1.0835,80.5490,11.3,K,,
196,1.0839,86.2455,10.7,G,,
197,1.0912,81.9615, 8.1,A,,
198,1.0921,83.2545,11.3,K,,
199,1.0948,87.3190, 9.6,G,,
200,1.1039,82.4164,11.0,F,,
201,1.1074,80.0899, 9.1,F,,
202,1.1116,85.5482,10.9,G,,
203,1.1172,80.0888,10.3,G,,
204,1.1391,85.7979, 9.8,K,,
206,1.1447,83.4936,11.8,K,,
207,1.1449,82.3026,10.4,F,,
208,1.1458,86.2571, 4.3,K,,
209,1.1534,80.0116, 7.4,K,,
210,1.1584,80.0781,10.5,K,,
211,1.1714,86.4448,10.9,G,,
212,1.1768,80.3473,10.7,G,,
213,1.1780,80.3438,10.9,K,,
214,1.1900,84.1508,11.9,K,,
215,1.1954,83.4569, 9.4,A,,
216,1.1974,83.7597,11.8,G,,
217,1.2032,80.3333,10.5,F,,
218,1.2045,86.8836,11.1,G,,
219,1.2127,80.9744, 9.3,G,,
220,1.2153,82.1555,11.2,F,,
221,1.2154,81.7796, 9.5,K,,
222,1.2193,80.0980,11.5,K,,
223,1.2303,83.7685,11.0,G,,
224,1.2353,81.9803,10.5,F,,
225,1.2373,89.3069,11.5,K,,
226,1.2377,87.0752,11.1,F,,
227,1.2400,81.9049,10.5,A,,
228,1.2586,81.4796, 9.9,B,,
229,1.2627,85.0945, 9.5,F,,
230,1.2660,86.7475,11.8,G,,
231,1.2662,86.7736,11.6,G,,
232,1.2703,87.1454, 7.3,K,,
233,1.2721,80.2025,10.4,A,,
234,1.2795,84.5767,11.0,K,,
235,1.2837,84.2568,11.5,K,,
236,1.2848,86.3978,11.1,G,,
237,1.3025,80.4993,10.9,F,,
238,1.3031,81.5606, 8.7,G,,
239,1.3127,82.1231,11.5,G,,
240,1.3156,86.9806,10.7,G,,
241,1.3186,80.8619, 7.5,F,,
243,1.3248,80.8942, 6.7,A,,
244,1.3362,84.7578,10.5,K,,
245,1.3418,81.7257, 9.9,F,,
246,1.3486,84.2271, 9.9,F,,
247,1.3534,85.1322,10.9,K,,
248,1.3703,88.1013,11.9,G,,
249,1.3736,80.1293, 8.2,A,,
250,1.3774,86.4226,10.4,F,,
251,1.3805,83.8091,10.5,G,,
252,1.3838,84.8741,10.6,A,,
253,1.3863,83.2041,10.2,A,,
254,1.4014,85.9216,11.0,G,,
255,1.4021,87.3465,10.8,F,,
256,1.4031,84.4999,10.2,K,,
257,1.4077,82.8253,11.1,K,,
258,1.4082,88.2627, 9.1,F,,
259,1.4096,86.9487,11.0,G,,
260,1.4108,80.3002, 9.1,A,,
261,1.4118,81.3616, 9.5,K,,
262,1.4245,82.7786,10.8,F,,
263,1.4265,85.5272,11.9,K,,
264,1.4348,82.7317,10.2,K,,
265,1.4487,84.7354, 9.6,A,,
266,1.4642,80.3916,10.4,A,,
267,1.4644,80.4360,10.4,G,,
269,1.4671,80.4870,10.8,G,,
270,1.4821,81.0350, 9.7,K,,
271,1.4837,86.9331, 9.3,G,,
272,1.4949,82.9882,10.9,K,,
273,1.5094,83.6851,12.0,G,,
274,1.5096,87.8858,10.7,F,,
275,1.5227,88.6574,10.1,G,,
276,1.5410,85.3900, 9.8,G,,
277,1.5528,85.5022,10.1,F,,
278,1.5558,82.3951,11.3,K,,
279,1.5631,83.7430,10.8,F,,
280,1.5641,89.0157, 6.5,A,,
281,1.5737,81.9056,10.3,K,,
282,1.5770,82.7915, 9.2,G,,
283,1.5781,82.8490,10.0,K,,
284,1.5860,83.3536, 9.7,F,,
285,1.5878,81.3128,10.4,K,,
286,1.5885,83.3535,11.1,G,,
287,1.6137,82.2477,10.4,K,,
288,1.6296,84.4811,10.7,M,,
289,1.6390,82.4252,10.6,A,,
290,1.6393,88.9805, 9.5,G,,
291,1.6463,81.9146,10.6,G,,
292,1.6480,82.0216,10.7,F,,
293,1.6635,86.1058,11.0,G,,
294,1.6695,80.5624,10.7,F,,
295,1.6755,81.4298, 7.3,A,,
296,1.6895,82.0736, 9.8,F,,
297,1.6949,82.0715,11.4,K,,
298,1.7002,81.6860, 9.9,A,,
299,1.7063,81.7861,10.6,F,,
300,1.7125,85.2164,10.4,F,,
301,1.7214,86.9040,11.2,A,,
302,1.7229,83.8580,11.8,K,,
303,1.7383,86.7386,12.0,K,,
304,1.7482,84.9462,10.3,G,,
305,1.7607,80.5239, 9.1,F,,
306,1.7646,84.0986,10.8,F,,
307,1.7667,82.4819, 9.0,A,,
308,1.7692,80.2537, 9.1,K,,
309,1.7743,80.6018, 9.8,A,,
310,1.7791,81.8955,10.9,F,,
311,1.7828,85.4738,11.0,A,,
312,1.8031,82.2559,10.4,K,,
313,1.8053,87.8911,10.1,G,,
314,1.8118,85.7922,11.3,F,,
315,1.8167,82.3923,11.0,K,,
316,1.8314,80.8865, 7.3,A,,
317,1.8316,85.2154, 8.6,A,,
318,1.8326,85.7088,10.4,F,,
319,1.8358,81.8114, 9.4,F,,
320,1.8398,83.0843,10.4,G,,
321,1.8440,85.0583, 9.3,A,,
322,1.8487,86.2665, 9.5,F,,
323,1.8497,86.6993,10.8,G,,
324,1.8510,82.6882,10.6,K,,
325,1.8540,81.3746, 7.6,A,,
326,1.8605,80.3613,11.0,G,,
327,1.8608,84.3786,10.1,G,,
328,1.8628,80.3587,10.9,F,,
329,1.8672,83.6031,11.3,K,,
330,1.8680,85.2988,11.0,K,,
331,1.8682,82.5798, 9.7,F,,
332,1.8690,80.1910, 9.0,A,,
333,1.8737,81.9430,10.8,F,,
334,1.8853,83.0199, 9.5,G,,
335,1.8908,84.4221,11.2,K,,
336,1.8915,85.9362,11.3,K,,
337,1.8959,80.3749,10.9,A,,
338,1.8967,88.5517, 9.1,K,,
339,1.8997,84.3300, 9.7,F,,
340,1.9041,82.2757,10.7,G,,
341,1.9250,84.0648,10.2,F,,
342,1.9285,81.9589, 8.6,K,,
343,1.9341,80.9083, 8.5,K,,
344,1.9458,82.6385, 9.6,F,,
345,1.9591,85.1462, 9.7,G,,
346,1.9607,86.6133,11.3,G,,
347,1.9665,86.0682,10.8,G,,
348,1.9692,83.8933, 9.7,A,,
349,1.9754,83.7194, 9.6,A,,
350,1.9819,82.4512, 9.7,A,,
351,1.9895,80.4863,11.7,M,,
352,2.0236,84.3576,11.7,G,,
353,2.0267,81.7863,10.3,K,,
354,2.0306,84.7408, 9.2,G,,
355,2.0325,80.2888, 9.4,F,,
356,2.0385,85.7418,10.0,G,,
357,2.0399,84.5482,10.8,F,,
358,2.0425,84.6719,11.1,G,,
359,2.0483,85.2293,11.3,F,,
360,2.0510,82.3827,10.5,K,,
361,2.0584,86.7384,10.8,G,,
362,2.0595,82.5519, 9.7,M,,
363,2.0596,86.9320, 8.6,F,,
364,2.0635,80.9999, 9.1,A,,
365,2.0785,84.8957,10.8,K,,
366,2.0833,82.8435,11.2,M,,
367,2.0845,82.4649, 9.6,F,,
368,2.0897,86.9658,10.9,G,,
369,2.0916,80.7333,10.0,F,,
370,2.1018,82.3261,10.0,F,,
371,2.1031,86.2160,11.2,G,,
372,2.1117,81.6274, 9.6,F,,
374,2.1256,80.6648, 7.8,A,,
375,2.1316,85.8266,11.5,A,,
376,2.1347,84.3717,10.2,F,,
377,2.1566,80.4339,10.0,G,,
378,2.1571,81.2960, 7.0,A,,
380,2.1680,83.6793,11.5,G,,
381,2.1702,89.0730,10.2,F,,
383,2.1750,81.4820, 7.1,A,,
384,2.1764,81.4179,10.1,K,,
385,2.1866,86.4630,10.0,A,,
386,2.1962,88.6799,11.9,G,,
387,2.2013,83.0363,10.0,A,,
388,2.2054,83.4474,10.9,G,,
389,2.2071,83.5632,11.3,G,,
390,2.2131,82.2069,11.3,K,,
391,2.2291,80.3499,11.2,M,,
392,2.2394,83.9432,10.8,K,,
393,2.2601,83.9674,10.7,A,,
394,2.2678,80.3228,10.6,K,,
395,2.2684,82.5226,10.6,A,,
397,2.2793,83.5614, 6.4,K,,
398,2.3035,84.6438,11.9,G,,
399,2.3056,85.2482,10.7,A,,
400,2.3120,81.7863,10.6,K,,
401,2.3166,85.7362, 8.0,G,,
402,2.3187,84.4162,11.3,K,,
403,2.3474,87.1761,11.4,G,,
404,2.3504,86.7619,10.5,K,,
405,2.3519,80.7265, 7.8,A,,
406,2.3608,84.5855,10.5,A,,
407,2.3639,83.1436,10.1,F,,
408,2.3680,86.8878,10.4,F,,
409,2.3684,84.4127,11.4,G,,
410,2.3776,81.7881,10.7,K,,
411,2.3938,80.8925, 9.2,A,,
412,2.3945,84.5708, 9.7,A,,
413,2.4073,80.4529,10.4,A,,
414,2.4200,84.8055,10.0,G,,
415,2.4201,84.0543, 9.9,G,,
416,2.4306,83.6778, 8.7,A,,
418,2.4453,82.1850,10.9,F,,
419,2.4689,80.6173, 8.6,A,,
420,2.4705,85.1800,10.1,F,,
421,2.4848,85.0637, 9.7,G,,
422,2.4880,86.6919,10.9,A,,
423,2.4898,81.9296, 9.5,G,,
424,2.4900,82.3735, 9.9,K,,
425,2.4924,86.7869,11.2,G,,
426,2.4946,85.2306,10.6,F,,
427,2.4989,82.1202,10.4,K,,
428,2.5092,81.5695,10.5,F,,
429,2.5183,80.4160,10.4,K,,
430,2.5247,85.1720,11.0,G,,
431,2.5302,89.2641, 2.0,F,Polaris,Little Dipper
432,2.5339,83.1936,10.8,K,,
433,2.5478,80.3576,10.4,F,,
435,2.5664,82.3430, 9.7,G,,
436,2.5761,88.4711, 8.2,A,,
437,2.5786,87.4267,10.2,B,,
438,2.5857,87.3581,10.4,G,,
439,2.5862,81.8109,10.0,K,,
440,2.5886,82.1059, 9.7,F,,
441,2.5982,83.0068, 9.0,F,,
442,2.6031,84.5993,11.4,K,,
443,2.6146,83.3160,10.1,F,,
444,2.6197,81.6433, 9.6,K,,
445,2.6244,83.8346, 8.2,K,,
446,2.6334,83.3915,10.6,F,,
447,2.6440,82.7717,10.6,K,,
448,2.6529,81.8312,10.7,K,,
449,2.6599,80.1084, 8.9,A,,
450,2.6633,85.0594, 9.4,G,,
451,2.6686,83.9845,11.4,K,,
452,2.6708,81.9774,10.6,F,,
453,2.6729,80.2289, 9.6,G,,
454,2.6739,82.2559,10.5,F,,
455,2.6773,87.1097,11.0,G,,
456,2.6906,84.2815, 9.6,A,,
457,2.6989,81.9353,10.1,G,,
458,2.7250,85.2929,10.1,F,,
459,2.7343,82.3290,10.2,K,,
460,2.7428,80.1415, 9.6,F,,
461,2.7430,82.6070,11.9,G,,
462,2.7511,80.8757, 9.5,A,,
463,2.7543,83.6189, 9.2,F,,
464,2.7585,81.6747, 9.5,F,,
465,2.7667,81.6571, 9.8,F,,
466,2.7667,82.8182,10.8,A,,
467,2.7669,82.8368, 9.7,A,,
468,2.7742,80.5062,10.9,K,,
469,2.7762,85.7992, 8.0,A,,
470,2.7771,84.6045,11.3,K,,
471,2.7841,85.5415,11.0,K,,
472,2.7918,80.2502,10.9,K,,
473,2.7956,81.8668, 9.6,K,,
474,2.7960,80.2647,10.6,K,,
475,2.7966,81.4485, 5.8,K,,
476,2.8021,86.7868,11.3,G,,
477,2.8060,80.3444,10.0,A,,
478,2.8165,88.6609, 9.0,G,,
479,2.8184,83.8735,10.0,K,,
480,2.8235,81.4293, 9.7,F,,
481,2.8330,81.6440,10.9,K,,
482,2.8481,81.9772,10.4,K,,
483,2.8518,80.1792, 9.9,G,,
484,2.8525,83.2282,10.5,F,,
485,2.8868,80.5058,10.7,K,,
486,2.8899,83.5106, 9.9,F,,
487,2.9034,81.8898, 9.9,F,,
488,2.9143,82.5819,11.6,F,,
489,2.9217,80.1065, 7.6,A,,
490,2.9227,82.7220,11.7,K,,
491,2.9250,82.8744,10.5,F,,
492,2.9269,82.3998, 9.1,F,,
493,2.9289,87.3393,11.1,G,,
494,2.9303,86.9791, 9.5,A,,
495,2.9321,82.5971,11.1,K,,
496,2.9363,80.0827,10.9,K,,
497,2.9431,81.8434, 9.5,G,,
498,2.9477,83.3480,11.8,K,,
499,2.9485,83.1243,11.6,K,,
500,2.9689,82.8329, 9.9,G,,
501,2.9713,83.2942,11.4,K,,
502,2.9741,81.0600, 8.9,G,,
503,2.9790,80.4134, 9.7,K,,
504,2.9796,86.2491, 9.8,F,,
505,2.9889,83.5011,12.0,F,,
506,2.9894,80.6658, 9.4,K,,
507,2.9923,80.2505, 9.4,G,,
508,2.9952,85.1739,10.3,M,,
509,3.0070,84.6477,10.4,F,,
510,3.0097,84.4136,10.1,G,,
511,3.0140,83.1582, 9.5,F,,
512,3.0185,82.0759,11.7,K,,
513,3.0211,81.2784, 9.8,K,,
514,3.0271,84.6682,10.1,A,,
515,3.0360,86.4698,10.7,F,,
516,3.0473,86.7173,11.4,G,,
517,3.0519,84.3841,10.1,F,,
518,3.0636,83.5873,10.8,G,,
519,3.0689,87.0261, 8.3,F,,
520,3.0743,83.7683,10.7,G,,
521,3.0763,85.8565, 9.2,F,,
522,3.0880,82.1042, 9.8,G,,
523,3.0978,81.0283, 9.7,K,,
524,3.1042,85.8636, 9.0,A,,
525,3.1045,84.6342, 9.1,A,,
526,3.1136,82.6548,10.7,A,,
527,3.1211,83.9788,11.6,M,,
528,3.1219,80.4193, 8.6,A,,
529,3.1268,83.7867,10.5,F,,
530,3.1293,82.6722,11.2,G,,
531,3.1410,88.3280,11.1,G,,
532,3.1459,86.2355,10.7,G,,
533,3.1494,80.6818,11.6,K,,
534,3.1663,80.2966, 8.2,B,,
535,3.1731,83.8464, 9.4,F,,
536,3.1775,83.7301,11.3,M,,
537,3.1904,87.1766,10.9,G,,
538,3.1952,81.4710, 6.0,A,,
539,3.1969,83.0973,10.8,F,,
540,3.1971,83.2655,10.7,K,,
541,3.1981,82.9038, 7.9,G,,
542,3.1987,84.6058,10.4,K,,
543,3.1995,83.5792,10.9,M,,
544,3.2204,84.0320,10.3,G,,
545,3.2352,80.4464,10.2,F,,
546,3.2403,82.4412,10.6,F,,
547,3.2459,86.2365,10.8,F,,
548,3.2485,84.0299,11.4,K,,
549,3.2610,83.5684,10.1,K,,
550,3.2626,80.1303, 7.7,K,,
551,3.2716,80.0936, 9.2,F,,
552,3.2805,81.8891, 9.7,A,,
553,3.2921,88.6760, 8.9,G,,
554,3.2929,81.3458, 9.8,G,,
555,3.2956,84.4527, 9.9,F,,
556,3.3028,84.8517,10.4,G,,
557,3.3061,84.8408, 9.7,K,,
558,3.3083,83.0727,10.4,F,,
559,3.3123,82.0965,10.7,K,,
560,3.3157,83.1657, 9.7,A,,
561,3.3210,82.6391,10.7,K,,
562,3.3234,80.3338, 9.1,G,,
563,3.3249,83.6821,10.3,A,,
564,3.3322,82.5107,10.6,F,,
565,3.3391,80.6032,10.5,G,,
566,3.3456,84.9777, 9.5,G,,
567,3.3478,80.7166, 9.2,A,,
568,3.3536,87.0855,10.5,A,,
569,3.3592,80.4163, 9.9,A,,
570,3.3606,81.4949,10.7,F,,
571,3.3647,82.3888,11.1,K,,
572,3.3795,84.4079,10.8,G,,
573,3.3826,83.2739, 9.8,G,,
574,3.3841,85.4461,11.6,K,,
575,3.3853,80.4422, 9.9,G,,
576,3.3919,82.1499, 8.5,M,,
577,3.3937,84.9637,10.7,F,,
578,3.4140,86.7201,10.6,F,,
579,3.4186,84.9736,11.1,K,,
580,3.4187,82.6992,10.7,F,,
581,3.4202,84.6691,11.1,G,,
582,3.4308,88.4174,11.9,G,,
583,3.4397,80.0856,10.6,K,,
584,3.4476,80.8810, 9.6,G,,
585,3.4620,81.9688,10.6,K,,
586,3.4626,83.5283, 9.0,K,,
587,3.4671,85.6611,10.5,F,,
588,3.4765,87.3947, 9.7,F,,
589,3.4862,82.7105,10.4,K,,
590,3.4938,80.3016,10.5,K,,
591,3.4943,84.0464,11.0,M,,
592,3.4975,84.0387, 8.9,F,,
593,3.5098,87.5143, 9.4,A,,
594,3.5125,87.1851, 9.8,A,,
595,3.5223,82.9022,11.2,K,,
596,3.5245,85.7255, 9.7,F,,
597,3.5254,84.6137, 9.7,G,,
598,3.5277,88.2597,10.9,F,,
599,3.5389,84.9111, 5.6,K,,
600,3.5464,85.1607,10.0,G,,
601,3.5497,81.9750,10.8,K,,
602,3.5564,81.7243,10.2,F,,
603,3.5580,82.0290,10.7,K,,
604,3.5631,82.7947,10.7,K,,
605,3.5704,80.7055, 9.6,F,,
606,3.5811,83.3235,11.0,G,,
607,3.5841,85.4525,11.5,G,,
608,3.5872,81.7955, 9.2,G,,
609,3.5925,86.3997, 9.3,F,,
610,3.6125,81.5401, 9.5,F,,
611,3.6167,83.8313,10.9,A,,
612,3.6240,83.8557,10.8,G,,
613,3.6258,84.4506,10.8,G,,
614,3.6274,81.4603,10.6,F,,
615,3.6293,82.1849,10.8,K,,
616,3.6311,80.2817, 9.6,A,,
617,3.6427,82.1002,10.2,K,,
618,3.6438,81.5033,10.2,K,,
619,3.6509,84.9212,10.8,K,,
620,3.6561,81.5737,11.4,K,,
621,3.6610,88.1937,10.9,G,,
622,3.6746,83.4001, 9.6,F,,
623,3.6778,80.4756, 9.5,K,,
624,3.6819,89.1049, 8.3,F,,
625,3.7006,83.0538,10.1,G,,
626,3.7018,82.7374,10.6,A,,
627,3.7207,87.4378,10.8,F,,
628,3.7248,83.3601, 8.5,A,,
629,3.7378,81.5556,11.2,K,,
630,3.7480,82.6732,10.8,K,,
631,3.7538,86.5790,10.7,F,,
632,3.7575,85.8762,11.1,G,,
633,3.7858,87.8967, 9.3,G,,
634,3.7886,82.4836, 9.8,B,,
635,3.8013,88.7804,10.7,K,,
636,3.8065,85.1925,10.9,G,,
637,3.8142,81.8860,10.3,K,,
638,3.8157,80.4017,10.1,K,,
639,3.8250,80.3225, 8.7,M,,
640,3.8279,83.3461,10.6,F,,
641,3.8386,83.3568,10.8,M,,
642,3.8693,81.4538,10.2,F,,
643,3.8881,82.0027,11.0,K,,
644,3.8896,86.2685,10.5,A,,
645,3.8938,81.5485, 9.0,G,,
646,3.8960,80.1561,10.1,G,,
647,3.9056,83.5685,10.0,A,,
648,3.9062,81.5733,10.9,K,,
649,3.9129,83.5447, 7.8,B,,
650,3.9129,84.2564,11.2,F,,
651,3.9169,84.2586,11.1,G,,
652,3.9242,82.1479,10.8,K,,
653,3.9399,88.4948, 9.5,K,,
654,3.9416,85.2531, 9.8,F,,
655,3.9426,82.6043,10.5,A,,
656,3.9473,84.8193,10.1,M,,
657,3.9511,83.0145,10.6,F,,
658,3.9614,82.5593,10.1,A,,
659,3.9628,82.1318,10.3,K,,
660,3.9670,83.5011, 9.7,A,,
661,3.9720,82.7336, 8.8,F,,
662,3.9747,81.7017,10.5,F,,
663,3.9761,84.4643,10.3,G,,
664,3.9844,82.4653,10.4,F,,
665,3.9857,83.3990,11.0,G,,
666,3.9897,83.2581,11.2,K,,
667,3.9953,82.2577,10.3,F,,
668,3.9974,82.2625,10.8,F,,
669,4.0022,80.2087, 8.9,A,,
670,4.0256,81.5568,10.3,F,,
671,4.0318,88.7496,10.8,G,,
672,4.0379,82.0220, 9.8,A,,
673,4.0532,84.6649, 9.0,A,,
674,4.0579,80.1054,10.5,K,,
675,4.0587,81.5767, 8.3,F,,
676,4.0597,81.2264, 8.9,K,,
677,4.0623,81.8750, 8.3,K,,
678,4.0718,84.6896,10.6,F,,
679,4.0775,83.5552, 9.6,A,,
680,4.0818,83.3613,10.6,F,,
681,4.0887,82.4804,10.9,G,,
682,4.0903,83.6824,10.7,G,,
683,4.0952,84.7733,11.1,F,,
684,4.1049,88.3378,10.3,G,,
685,4.1097,82.8653, 9.4,F,,
686,4.1185,88.9227, 8.9,F,,
687,4.1207,84.0997,10.0,K,,
688,4.1217,81.7420,10.0,A,,
689,4.1254,85.6214, 9.4,G,,
690,4.1276,87.8404,11.6,G,,
691,4.1292,80.9764, 8.2,A,,
692,4.1372,85.1795,10.3,K,,
693,4.1495,87.2976, 9.7,B,,
694,4.1602,85.2628,10.7,G,,
695,4.1625,82.3505,10.8,F,,
696,4.1671,86.6262, 5.9,F,,
697,4.1674,80.6987, 5.7,A,,
698,4.1708,85.0310,11.1,K,,
699,4.1755,80.1313,10.0,K,,
700,4.1756,81.6913, 9.8,F,,
701,4.1889,81.9411, 9.6,F,,
702,4.2035,81.4865,11.2,K,,
703,4.2086,82.6961,10.9,K,,
704,4.2110,86.8761,11.1,G,,
